"","ParticipantPrivateID","randomiser_475f","ResponseButtonOrder","Sources","Trials_perBlock_","Blocks","MinimumSamples","MaximumSamples","RT","Stimulus","Response","NoOfStimuli","CorrectResponse","TrialType","TrialIndex","Accuracy","Block","TrialNumber","proba_1","proba_2","proba_3","proba_4","proba_5","proba_6","Sample_Color","Sample_NumColor","color_1","color_2","color_3","color_4","color_5","color_6"
"1",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,13852.2699999157,"red",0,6,0,"js-scroll-button-response",3,1,1,1,65,65,50,55,55,65,"redredblueredredblue","0  0  1  0  0  1","red","red","blue","red","red","blue"
"2",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,9400.95499996096,"blue",0,6,1,"js-scroll-button-response",5,0,1,2,55,65,65,55,50,55,"blueblueredredredred","1  1  0  0  0  0","blue","blue","red","red","red","red"
"3",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,10690.8650000114,"blue",1,6,1,"js-scroll-button-response",7,1,1,3,55,65,55,55,65,50,"blueredbluebluebluered","1  0  1  1  1  0","blue","red","blue","blue","blue","red"
"4",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,8840.49999993294,"red",1,6,0,"js-scroll-button-response",9,0,1,4,50,65,65,65,55,65,"blueblueblueredredred","1  1  1  0  0  0","blue","blue","blue","red","red","red"
"5",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,8356.10500001349,"blue",1,6,1,"js-scroll-button-response",11,1,1,5,65,65,55,65,65,55,"blueblueredblueblueblue","1  1  0  1  1  1","blue","blue","red","blue","blue","blue"
"6",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,10320.2949999832,"red",0,6,0,"js-scroll-button-response",13,1,1,6,55,55,55,65,65,55,"redblueredredbluered","0  1  0  0  1  0","red","blue","red","red","blue","red"
"7",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7070.58999990113,"blue",1,6,1,"js-scroll-button-response",15,1,1,7,65,55,50,55,55,50,"bluebluebluebluebluered","1  1  1  1  1  0","blue","blue","blue","blue","blue","red"
"8",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,30777.8899997938,"red",0,6,0,"js-scroll-button-response",17,1,1,8,65,65,65,55,55,55,"redredredredbluered","0  0  0  0  1  0","red","red","red","red","blue","red"
"9",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6563.89499991201,"blue",1,6,1,"js-scroll-button-response",19,1,1,9,55,65,50,65,65,55,"blueredblueblueblueblue","1  0  1  1  1  1","blue","red","blue","blue","blue","blue"
"10",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,21904.9450000748,"red",0,6,0,"js-scroll-button-response",21,1,1,10,65,65,50,55,65,65,"redredredredbluered","0  0  0  0  1  0","red","red","red","red","blue","red"
"11",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5516.2100000307,"red",0,6,0,"js-scroll-button-response",23,1,1,11,55,65,65,65,50,50,"blueredredblueredred","1  0  0  1  0  0","blue","red","red","blue","red","red"
"12",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6851.58999986015,"blue",1,6,1,"js-scroll-button-response",25,1,1,12,50,55,55,50,55,50,"blueblueblueblueredred","1  1  1  1  0  0","blue","blue","blue","blue","red","red"
"13",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5646.7399999965,"blue",0,6,1,"js-scroll-button-response",27,0,1,13,65,50,55,55,65,65,"redblueredredredblue","0  1  0  0  0  1","red","blue","red","red","red","blue"
"14",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5552.13500000536,"red",1,6,0,"js-scroll-button-response",29,0,1,14,55,65,65,55,65,50,"redredblueblueblueblue","0  0  1  1  1  1","red","red","blue","blue","blue","blue"
"15",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5509.31999995373,"blue",1,6,1,"js-scroll-button-response",31,1,1,15,50,55,50,65,55,65,"redredblueblueblueblue","0  0  1  1  1  1","red","red","blue","blue","blue","blue"
"16",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5859.75999990478,"red",0,6,0,"js-scroll-button-response",33,1,1,16,50,65,50,55,50,55,"blueredredredbluered","1  0  0  0  1  0","blue","red","red","red","blue","red"
"17",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6604.9649999477,"blue",1,6,1,"js-scroll-button-response",35,1,1,17,65,65,55,50,50,65,"blueblueblueredredblue","1  1  1  0  0  1","blue","blue","blue","red","red","blue"
"18",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,32711.1550001428,"red",0,6,0,"js-scroll-button-response",37,1,1,18,65,55,50,55,55,50,"redblueredbluebluered","0  1  0  1  1  0","red","blue","red","blue","blue","red"
"19",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5533.32499996759,"red",0,6,0,"js-scroll-button-response",39,1,1,19,55,55,55,65,55,50,"redredredredblueblue","0  0  0  0  1  1","red","red","red","red","blue","blue"
"20",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5939.99499990605,"blue",1,6,1,"js-scroll-button-response",41,1,1,20,50,55,65,65,55,65,"redblueblueredredblue","0  1  1  0  0  1","red","blue","blue","red","red","blue"
"21",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5437.12999997661,"red",1,6,0,"js-scroll-button-response",43,0,1,21,55,55,50,65,65,65,"redredredblueblueblue","0  0  0  1  1  1","red","red","red","blue","blue","blue"
"22",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,36531.6049999092,"blue",1,6,1,"js-scroll-button-response",45,1,1,22,55,65,50,65,65,65,"blueblueblueblueblueblue","1  1  1  1  1  1","blue","blue","blue","blue","blue","blue"
"23",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,10026.8450002186,"red",1,6,0,"js-scroll-button-response",47,0,1,23,50,65,50,65,65,50,"redredredblueblueblue","0  0  0  1  1  1","red","red","red","blue","blue","blue"
"24",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,10030.3950000089,"blue",1,6,1,"js-scroll-button-response",49,1,1,24,50,50,50,65,65,50,"redblueblueredblueblue","0  1  1  0  1  1","red","blue","blue","red","blue","blue"
"25",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5507.29499990121,"red",0,6,0,"js-scroll-button-response",51,1,1,25,65,65,50,55,65,55,"blueredredredredblue","1  0  0  0  0  1","blue","red","red","red","red","blue"
"26",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5390.20500006154,"blue",1,6,1,"js-scroll-button-response",53,1,1,26,55,55,65,65,65,55,"blueredbluebluebluered","1  0  1  1  1  0","blue","red","blue","blue","blue","red"
"27",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,16047.4950000644,"red",0,6,0,"js-scroll-button-response",55,1,1,27,55,65,50,55,50,55,"blueredblueredredred","1  0  1  0  0  0","blue","red","blue","red","red","red"
"28",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5854.00499985553,"blue",1,6,1,"js-scroll-button-response",57,1,1,28,55,65,50,65,50,50,"blueblueblueblueredblue","1  1  1  1  0  1","blue","blue","blue","blue","red","blue"
"29",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5468.14500004984,"red",1,6,0,"js-scroll-button-response",59,0,1,29,55,50,55,65,55,55,"blueredredblueblueblue","1  0  0  1  1  1","blue","red","red","blue","blue","blue"
"30",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,204010.669999989,"blue",1,6,1,"js-scroll-button-response",61,1,1,30,65,65,50,50,50,65,"blueblueblueblueblueblue","1  1  1  1  1  1","blue","blue","blue","blue","blue","blue"
"31",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5669.29999995045,"blue",1,6,1,"js-scroll-button-response",63,1,1,31,65,65,65,65,55,50,"redblueblueblueblueblue","0  1  1  1  1  1","red","blue","blue","blue","blue","blue"
"32",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6636.70999999158,"red",1,6,0,"js-scroll-button-response",65,0,1,32,50,50,65,55,50,65,"redredblueredredblue","0  0  1  0  0  1","red","red","blue","red","red","blue"
"33",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,27383.0750000197,"red",0,6,0,"js-scroll-button-response",67,1,1,33,65,55,55,65,55,50,"redredredredredred","0  0  0  0  0  0","red","red","red","red","red","red"
"34",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5674.04000018723,"blue",1,6,1,"js-scroll-button-response",69,1,1,34,55,55,65,65,65,50,"redredblueblueblueblue","0  0  1  1  1  1","red","red","blue","blue","blue","blue"
"35",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5529.20999983326,"red",1,6,0,"js-scroll-button-response",71,0,1,35,55,55,65,65,50,55,"redblueblueredredblue","0  1  1  0  0  1","red","blue","blue","red","red","blue"
"36",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5263.64999986254,"blue",0,6,1,"js-scroll-button-response",73,0,1,36,50,65,50,55,65,50,"redredredredbluered","0  0  0  0  1  0","red","red","red","red","blue","red"
"37",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5334.12000001408,"red",1,6,0,"js-scroll-button-response",75,0,1,37,55,50,50,65,65,55,"redblueredredbluered","0  1  0  0  1  0","red","blue","red","red","blue","red"
"38",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,406501.350000035,"blue",1,6,1,"js-scroll-button-response",77,1,1,38,55,50,65,50,55,50,"redredblueredredblue","0  0  1  0  0  1","red","red","blue","red","red","blue"
"39",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6073.85499984957,"red",1,6,0,"js-scroll-button-response",79,0,1,39,50,65,55,65,50,55,"blueblueredblueblueblue","1  1  0  1  1  1","blue","blue","red","blue","blue","blue"
"40",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5488.45499986783,"blue",1,6,1,"js-scroll-button-response",81,1,1,40,50,50,65,65,65,65,"blueblueblueblueredblue","1  1  1  1  0  1","blue","blue","blue","blue","red","blue"
"41",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6075.75500011444,"red",0,6,0,"js-scroll-button-response",83,1,1,41,50,65,55,50,55,65,"redredblueredbluered","0  0  1  0  1  0","red","red","blue","red","blue","red"
"42",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5960.74000000954,"blue",1,6,1,"js-scroll-button-response",85,1,1,42,55,65,65,50,55,55,"redblueblueblueblueblue","0  1  1  1  1  1","red","blue","blue","blue","blue","blue"
"43",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5375.51499996334,"blue",1,6,1,"js-scroll-button-response",87,1,1,43,65,50,65,65,65,50,"blueblueblueredblueblue","1  1  1  0  1  1","blue","blue","blue","red","blue","blue"
"44",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7413.96499983966,"red",1,6,0,"js-scroll-button-response",89,0,1,44,65,65,55,65,65,65,"redredblueblueredblue","0  0  1  1  0  1","red","red","blue","blue","red","blue"
"45",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,44862.0600001886,"blue",1,6,1,"js-scroll-button-response",91,1,1,45,55,50,55,65,50,50,"redblueblueblueblueblue","0  1  1  1  1  1","red","blue","blue","blue","blue","blue"
"46",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,14388.124999823,"red",0,6,0,"js-scroll-button-response",93,1,1,46,65,55,50,55,65,65,"redredredblueredblue","0  0  0  1  0  1","red","red","red","blue","red","blue"
"47",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,8164.75500003435,"red",0,6,0,"js-scroll-button-response",95,1,1,47,50,65,50,55,55,65,"redredredblueblueblue","0  0  0  1  1  1","red","red","red","blue","blue","blue"
"48",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6040.21000000648,"blue",1,6,1,"js-scroll-button-response",97,1,1,48,55,50,50,50,65,65,"blueblueredredblueblue","1  1  0  0  1  1","blue","blue","red","red","blue","blue"
"49",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,64438.550000079,"blue",1,6,1,"js-scroll-button-response",99,1,1,49,65,65,50,50,50,55,"blueblueblueblueblueblue","1  1  1  1  1  1","blue","blue","blue","blue","blue","blue"
"50",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5224.94999994524,"red",0,6,0,"js-scroll-button-response",101,1,1,50,65,50,55,55,65,65,"redblueredredbluered","0  1  0  0  1  0","red","blue","red","red","blue","red"
"51",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6328.44500010833,"blue",0,6,1,"js-scroll-button-response",104,0,2,51,50,50,50,65,50,65,"redredredredbluered","0  0  0  0  1  0","red","red","red","red","blue","red"
"52",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5450.85499994457,"red",0,6,0,"js-scroll-button-response",106,1,2,52,55,50,50,55,65,50,"redblueblueredbluered","0  1  1  0  1  0","red","blue","blue","red","blue","red"
"53",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5462.08000020124,"blue",0,6,1,"js-scroll-button-response",108,0,2,53,50,50,55,55,55,55,"blueredredredbluered","1  0  0  0  1  0","blue","red","red","red","blue","red"
"54",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5689.62999992073,"red",0,6,0,"js-scroll-button-response",110,1,2,54,55,50,50,65,65,55,"redblueblueblueredblue","0  1  1  1  0  1","red","blue","blue","blue","red","blue"
"55",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6616.73499993049,"red",0,6,0,"js-scroll-button-response",112,1,2,55,65,55,65,65,55,65,"redblueredbluebluered","0  1  0  1  1  0","red","blue","red","blue","blue","red"
"56",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5328.3400000073,"blue",0,6,1,"js-scroll-button-response",114,0,2,56,65,55,65,65,55,50,"blueblueblueblueredred","1  1  1  1  0  0","blue","blue","blue","blue","red","red"
"57",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,11646.0150000639,"red",0,6,0,"js-scroll-button-response",116,1,2,57,50,55,50,50,50,50,"redredblueblueredred","0  0  1  1  0  0","red","red","blue","blue","red","red"
"58",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7146.33500017226,"blue",1,6,1,"js-scroll-button-response",118,1,2,58,55,55,65,55,65,55,"blueredbluebluebluered","1  0  1  1  1  0","blue","red","blue","blue","blue","red"
"59",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5166.18499998003,"blue",0,6,1,"js-scroll-button-response",120,0,2,59,50,50,55,55,50,50,"redblueredredbluered","0  1  0  0  1  0","red","blue","red","red","blue","red"
"60",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6299.114999827,"red",0,6,0,"js-scroll-button-response",122,1,2,60,55,55,50,65,65,50,"blueredblueblueredred","1  0  1  1  0  0","blue","red","blue","blue","red","red"
"61",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5622.39500018768,"blue",0,6,1,"js-scroll-button-response",124,0,2,61,50,65,50,55,50,65,"redredredbluebluered","0  0  0  1  1  0","red","red","red","blue","blue","red"
"62",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5276.83000010438,"red",1,6,0,"js-scroll-button-response",126,0,2,62,55,50,50,55,50,55,"blueblueblueblueredblue","1  1  1  1  0  1","blue","blue","blue","blue","red","blue"
"63",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5267.90999993682,"red",0,6,0,"js-scroll-button-response",128,1,2,63,50,65,50,55,55,50,"blueblueredbluebluered","1  1  0  1  1  0","blue","blue","red","blue","blue","red"
"64",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5560.60500000603,"blue",1,6,1,"js-scroll-button-response",130,1,2,64,55,55,50,65,55,65,"blueredredblueredblue","1  0  0  1  0  1","blue","red","red","blue","red","blue"
"65",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5258.97000008263,"red",1,6,0,"js-scroll-button-response",132,0,2,65,50,50,55,50,50,55,"blueblueredblueredred","1  1  0  1  0  0","blue","blue","red","blue","red","red"
"66",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7830.31499991193,"blue",0,6,1,"js-scroll-button-response",134,0,2,66,55,65,65,65,65,55,"blueredredredbluered","1  0  0  0  1  0","blue","red","red","red","blue","red"
"67",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6345.49999982119,"blue",1,6,1,"js-scroll-button-response",136,1,2,67,50,55,65,50,50,65,"redredredredredblue","0  0  0  0  0  1","red","red","red","red","red","blue"
"68",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5959.65500012971,"red",1,6,0,"js-scroll-button-response",138,0,2,68,65,65,55,50,55,65,"redredredblueblueblue","0  0  0  1  1  1","red","red","red","blue","blue","blue"
"69",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6496.13500013947,"blue",0,6,1,"js-scroll-button-response",140,0,2,69,50,65,65,55,65,50,"blueblueblueblueredred","1  1  1  1  0  0","blue","blue","blue","blue","red","red"
"70",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6447.64499994926,"red",1,6,0,"js-scroll-button-response",142,0,2,70,50,65,50,65,50,55,"redredblueblueblueblue","0  0  1  1  1  1","red","red","blue","blue","blue","blue"
"71",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,8478.95000013523,"blue",0,6,1,"js-scroll-button-response",144,0,2,71,65,50,65,50,55,50,"blueblueredredredred","1  1  0  0  0  0","blue","blue","red","red","red","red"
"72",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5317.44499993511,"red",0,6,0,"js-scroll-button-response",146,1,2,72,50,55,65,50,65,50,"redblueredblueredred","0  1  0  1  0  0","red","blue","red","blue","red","red"
"73",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5486.65999993682,"blue",0,6,1,"js-scroll-button-response",148,0,2,73,65,50,50,65,65,50,"blueredblueredbluered","1  0  1  0  1  0","blue","red","blue","red","blue","red"
"74",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,4918.40999992564,"red",1,6,0,"js-scroll-button-response",150,0,2,74,55,55,65,55,50,50,"bluebluebluebluebluered","1  1  1  1  1  0","blue","blue","blue","blue","blue","red"
"75",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5166.75999993458,"blue",1,6,1,"js-scroll-button-response",152,1,2,75,50,55,55,55,50,55,"blueblueredredbluered","1  1  0  0  1  0","blue","blue","red","red","blue","red"
"76",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7432.80500010587,"red",0,6,0,"js-scroll-button-response",154,1,2,76,50,50,50,55,65,50,"redredredredredred","0  0  0  0  0  0","red","red","red","red","red","red"
"77",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5697.29499984533,"red",0,6,0,"js-scroll-button-response",156,1,2,77,55,50,55,50,55,50,"redblueblueredredblue","0  1  1  0  0  1","red","blue","blue","red","red","blue"
"78",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5587.92000007816,"blue",1,6,1,"js-scroll-button-response",158,1,2,78,55,65,65,50,65,65,"redredblueblueblueblue","0  0  1  1  1  1","red","red","blue","blue","blue","blue"
"79",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,4832.30000012554,"blue",1,6,1,"js-scroll-button-response",160,1,2,79,65,50,65,55,50,65,"blueblueredblueblueblue","1  1  0  1  1  1","blue","blue","red","blue","blue","blue"
"80",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5591.98999986984,"red",1,6,0,"js-scroll-button-response",162,0,2,80,65,55,50,65,55,65,"redredredblueblueblue","0  0  0  1  1  1","red","red","red","blue","blue","blue"
"81",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5743.38999995962,"blue",1,6,1,"js-scroll-button-response",164,1,2,81,50,50,50,65,55,55,"blueredredblueredred","1  0  0  1  0  0","blue","red","red","blue","red","red"
"82",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7431.55500013381,"red",1,6,0,"js-scroll-button-response",166,0,2,82,65,55,50,50,55,50,"redblueredbluebluered","0  1  0  1  1  0","red","blue","red","blue","blue","red"
"83",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5486.11499997787,"red",0,6,0,"js-scroll-button-response",168,1,2,83,50,65,50,55,65,65,"blueredredredredblue","1  0  0  0  0  1","blue","red","red","red","red","blue"
"84",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6767.9749999661,"blue",1,6,1,"js-scroll-button-response",170,1,2,84,55,65,50,50,50,55,"blueblueblueblueredred","1  1  1  1  0  0","blue","blue","blue","blue","red","red"
"85",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5557.52500006929,"red",0,6,0,"js-scroll-button-response",172,1,2,85,65,55,50,55,55,50,"redredredredredred","0  0  0  0  0  0","red","red","red","red","red","red"
"86",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5055.36499992013,"blue",0,6,1,"js-scroll-button-response",174,0,2,86,50,50,65,55,55,65,"blueredredredredred","1  0  0  0  0  0","blue","red","red","red","red","red"
"87",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,7016.49999991059,"red",0,6,0,"js-scroll-button-response",176,1,2,87,50,50,50,65,50,50,"redblueredredredblue","0  1  0  0  0  1","red","blue","red","red","red","blue"
"88",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6757.1600000374,"blue",1,6,1,"js-scroll-button-response",178,1,2,88,50,55,50,50,65,65,"blueredredblueblueblue","1  0  0  1  1  1","blue","red","red","blue","blue","blue"
"89",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6285.20500008017,"red",1,6,0,"js-scroll-button-response",180,0,2,89,50,65,50,50,65,55,"blueredblueredblueblue","1  0  1  0  1  1","blue","red","blue","red","blue","blue"
"90",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5172.4099998828,"blue",1,6,1,"js-scroll-button-response",182,1,2,90,65,65,65,55,50,50,"blueblueblueredredblue","1  1  1  0  0  1","blue","blue","blue","red","red","blue"
"91",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,5918.19999995641,"red",1,6,0,"js-scroll-button-response",184,0,2,91,50,55,50,65,55,55,"blueredblueredredred","1  0  1  0  0  0","blue","red","blue","red","red","red"
"92",3829348,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",50,6,6,6,6916.45999997854,"blue",1,6,1,"js-scroll-button-response",186,1,2,92,65,50,50,65,55,55,"redredblueblueredblue","0  0  1  1  0  1","red","red","blue","blue","red","blue"
